tempo;regiao;instituicao;localizacao_geografica;prazo_medio_de_pagamento
2018-06;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;46
2018-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;96
2018-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;334
2018-09;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;34
2018-12;Região de Saúde do Centro;Hospital José Luciano de Castro - Anadia;40.442326, -8.441689;0
2019-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;39.2410946, -8.6937515;26
2019-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;163
2019-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;155
2020-03;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;232
2020-06;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;199
2020-06;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;46
2020-09;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;162
2020-09;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;168
2020-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;111
2020-12;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;157
2021-03;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;31
2021-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;104
2021-06;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;116
2021-09;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;134
2022-03;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;177
2022-09;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;54
2023-06;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;71
2023-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;151
2023-12;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;183
2023-12;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;39
2024-03;Região de Saúde LVT;Instituto para os Comportamentos Aditivos e as Dependências, I. P.;38.76551, -9.15753;0
2024-06;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, E. P. E.;41.3423984, -8.4802503;140
2024-06;Região de Saúde Norte;Unidade Local de Saúde de Gaia/Espinho, E. P. E.;41.1094138, -8.5972617;185
2024-06;Região de Saúde do Centro;UNIDADE LOCAL DE SAÚDE DA GUARDA, EPE;40.5309916, -7.2734793;86
2024-09;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, E. P. E.;40.2804158, -7.4922407;93
2024-09;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, E. P. E.;37.0238973, -7.9281554;82
2024-12;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;83
2024-12;Região de Saúde LVT;INSTITUTO PORTUGUES DE ONCOLOGIA DE LISBOA, EPE;38.7396768, -9.1634516;144
2024-12;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, E. P. E.;38.5283754, -8.8818638;90
2020-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;286
2020-06;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;171
2020-06;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;224
2021-12;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;42
2022-06;Região de Saúde LVT;Hospital de Loures, EPE;38.8214678, -9.176741;10
2022-09;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;25
2022-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;134
2022-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;223
2023-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;120
2023-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;141
2024-06;Região de Saúde LVT;Unidade Local de Saúde da Lezíria, E. P. E;39.2410946, -8.6937515;60
2024-06;Região de Saúde LVT;Unidade Local de Saúde de Almada-Seixal, E. P. E.;38.6658713, -9.1822554;103
2024-06;Região de Saúde Norte;UNIDADE LOCAL DE SAÚDE DE MATOSINHOS, EPE;41.1794456, -8.6745115;95
2024-06;Região de Saúde LVT;INSTITUTO PORTUGUES DE ONCOLOGIA DE LISBOA, EPE;38.7396768, -9.1634516;152
2024-09;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;28
2024-12;Região de Saúde do Centro;UNIDADE LOCAL DE SAÚDE DA GUARDA, EPE;40.5309916, -7.2734793;79
2014-03;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;57
2014-06;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;507
2014-06;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;553
2014-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;108
2014-12;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;146
2014-12;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;99
2014-12;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;57
2015-03;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;36
2015-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;303
2015-06;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;177
2015-06;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;453
2015-06;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;95
2015-09;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;73
2015-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;266
2015-12;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;0
2015-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;318
2015-12;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;22
2015-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;201
2015-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;294
2015-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;249
2016-03;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;98
2016-06;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;310
2016-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;364
2016-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;47
2016-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;439
2016-06;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;328
2016-06;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;0
2016-09;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;0
2016-09;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;0
2016-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;8
2016-12;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;186
2016-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;252
2016-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;43
2017-09;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, EPE;41.7056054, -8.8252713;180
2017-09;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;229
2017-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;170
2017-12;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;56
2018-06;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;341
2018-06;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;246
2018-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;75
2018-09;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;192
2018-09;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;40
2018-09;Região de Saúde Norte;Unidade Local de Saúde Alto Minho, EPE;41.7056054, -8.8252713;185
2018-12;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;218
2018-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;81
2019-03;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;423
2019-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;33
2019-03;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;32
2019-06;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;9
2019-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;151
2019-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;257
2019-09;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;126
2019-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;172
2019-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;334
2019-12;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;238
2020-03;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;166
2020-03;Região de Saúde Norte;Hospital de Braga, EPE;39.4054629, -9.1258493;40
2020-09;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;39
2020-12;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;179
2020-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;143
2020-12;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;162
2020-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;207
2020-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;274
2020-12;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;16
2021-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;143
2021-03;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;31
2021-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;164
2021-06;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.9777435, -8.9847644;
2021-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;225
2021-06;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;191
2021-06;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;177
2021-09;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;161
2021-09;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;201
2021-09;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;124
2021-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;168
2021-09;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;8
2021-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;140
2021-12;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;41
2021-12;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;22
2021-12;Região de Saúde Norte;Hospital Distrital S.Maria Maior, EPE - Barcelos;41.5324234, -8.6171561;195
2022-03;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;181
2022-03;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;240
2022-03;Região de Saúde Norte;Hospital de Braga, EPE;39.4054629, -9.1258493;83
2022-03;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;61
2022-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;182
2022-06;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;35
2022-06;Região de Saúde LVT;Administração Regional de Saúde de Lisboa e Vale do Tejo;38.7490049, -9.1417844;30
2022-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;136
2022-09;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;239
2022-09;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;87
2022-12;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;223
2022-12;Região de Saúde do Centro;Hospital Rovisco Pais;40.297919, -8.7707806;65
2022-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;189
2023-03;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;148
2023-06;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;
2023-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;122
2023-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;148
2023-12;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;121
2023-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;230
2023-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;106
2023-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;169
2023-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;108
2023-12;Região de Saúde Norte;Administração Regional de Saúde do Norte;41.1576321, -8.6066408;42
2024-03;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;15
2024-03;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;35
2024-06;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;46
2024-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, E. P. E.;39.3003425, -7.4263845;80
2024-06;Região de Saúde do Centro;UNIDADE LOCAL DE SAUDE DE CASTELO BRANCO, EPE;39.8212263, -7.4981271;78
2024-06;Região de Saúde LVT;Instituto para os Comportamentos Aditivos e as Dependências, I. P.;38.76551, -9.15753;0
2024-09;Região de Saúde do Centro;INSTITUTO PORTUGUES DE ONCOLOGIA DE COIMBRA, EPE;40.2162514, -8.4103814;101
2024-09;Região de Saúde do Alentejo;UNIDADE LOCAL DO BAIXO ALENTEJO, EPE;38.014123, -7.8721227;47
2024-09;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;84
2024-09;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;24
2014-06;Região de Saúde do Alentejo;Administração Regional de Saúde do Alentejo;38.5658579, -7.9136262;0
2014-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;293
2014-09;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;361
2014-09;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;177
2014-12;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;350
2015-03;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;107
2016-06;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;268
2016-06;Região de Saúde LVT;Centro Hospitalar do Oeste, SPA;39.4054629, -9.1258493;64
2016-12;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;0
2016-12;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;0
2016-12;Região de Saúde do Centro;Hospital José Luciano de Castro - Anadia;40.442326, -8.441689;0
2016-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;471
2018-06;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;13
2018-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;226
2018-09;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;10
2019-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;63
2019-09;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;22
2019-12;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;57
2019-12;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;218
2020-03;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;237
2020-09;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;180
2020-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;140
2021-06;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;135
2021-09;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;190
2021-09;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;34
2021-09;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;210
2021-12;Região de Saúde do Centro;Hospital Arcebispo João Crisóstomo - Cantanhede;40.3470015, -8.5933462;54
2022-03;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;216
2022-09;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;180
2022-09;Região de Saúde LVT;Hospital Fernando Fonseca, EPE;38.7422257, -9.2264834;155
2023-06;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;176
2023-09;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;124
2024-03;Região de Saúde LVT;Unidade Local de Saúde de Lisboa Ocidental, E. P. E.;38.708454, -9.216985;188
2015-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;34
2015-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;187
2018-03;Região de Saúde LVT;Centro Hospitalar de Lisboa - Zona Ocidental, EPE;38.708454, -9.216985;369
2018-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;318
2018-09;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;314
2018-09;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;181
2018-12;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;309
2019-03;Região de Saúde do Algarve;Administração Regional de Saúde do Algarve;37.0272677, -7.9490091;36
2019-03;Região de Saúde Norte;Hospital da Senhora da Oliveira Guimarães, EPE;41.4387173, -8.3086907;180
2019-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;323
2019-12;Região de Saúde Norte;Hospital de Braga, EPE;39.4054629, -9.1258493;39
2020-09;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;62
2021-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;142
2021-06;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;197
2021-09;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;214
2022-12;Região de Saúde Norte;Centro Hospitalar Médio Ave, EPE;41.3423984, -8.4802503;197
2023-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE - Almada;38.6658713, -9.1822554;174
2023-03;Serviços Centrais;Instituto Português Do Sangue e Da Transplantação, IP;38.7567758, -9.1505021;25
2023-12;Região de Saúde LVT;Hospital de Loures, EPE;38.8214678, -9.176741;59
2024-03;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, E. P. E.;41.2494561, -8.264901;153
2024-06;Serviços Centrais;Administração Central do Sistema de Saúde, I.P;38.759209, -9.148981;29
2024-09;Região de Saúde LVT;Instituto para os Comportamentos Aditivos e as Dependências, I. P.;38.76551, -9.15753;0
2024-12;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, E. P. E.;41.3423984, -8.4802503;142
2015-06;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;51
2015-06;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;26
2016-03;Região de Saúde Norte;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;38
2016-06;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, E.P.E;37.0238973, -7.9281554;93
2016-09;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;147
2016-09;Região de Saúde Norte;Instituto Português de Oncologia do Porto, EPE;41.1785642, -8.6062881;38
2016-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;42
2016-09;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;15
2017-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;129
2017-06;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;64
2017-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;254
2019-06;Região de Saúde LVT;Hospital Distrital Santarém, EPE;39.2410946, -8.6937515;166
2019-09;Região de Saúde do Centro;Administração Regional de Saúde do Centro;40.2038123, -8.4216163;55
2020-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;136
2020-09;Região de Saúde LVT;Instituto Português de Oncologia de Lisboa, EPE;38.7396768, -9.1634516;164
2020-12;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;171
2021-03;Região de Saúde Norte;Hospital de Magalhães Lemos, EPE;41.1764649, -8.6649823;13
2022-03;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;136
2022-06;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;183
2022-06;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;186
2022-09;Região de Saúde LVT;Centro Hospitalar Psiquiátrico de Lisboa, SPA;38.7569771, -9.1460705;33
2022-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;194
2022-12;Região de Saúde LVT;Instituto de Oftalmologia Dr. Gama Pinto;38.7218793, -9.144249;68
2023-03;Região de Saúde Norte;Centro Hospitalar do Tâmega e Sousa, EPE;41.2494561, -8.264901;190
2023-03;Região de Saúde Norte;Centro Hospitalar Vila Nova Gaia/Espinho, EPE;41.1094138, -8.5972617;192
2023-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;
2024-03;Região de Saúde LVT;Unidade Local de Saúde de São José, E. P. E.;38.7166948, -9.1371248;211
2024-03;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, E. P. E.;40.9293884, -8.5458794;135
2014-03;Serviços Centrais;Instituto Nacional Saúde Dr. Ricardo Jorge - Lisboa;38.7643827, -9.1663422;0
2014-09;Região de Saúde do Centro;Instituto Português de Oncologia de Coimbra, EPE;40.2162514, -8.4103814;44
2014-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;87
2014-12;Região de Saúde Norte;Centro Hospitalar Póvoa Varzim / Vila do Conde, EPE;41.3828711, -8.7589945;599
2015-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;201
2015-03;Região de Saúde LVT;Centro Hospitalar do Barreiro - Montijo, EPE;38.6554005, -9.0592392;475
2015-03;Região de Saúde do Centro;Hospital Distrital Figueira da Foz, EPE;40.117897, -8.8586755;202
2015-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;248
2016-06;Região de Saúde do Centro;Hospital Dr. Francisco Zagalo - Ovar;40.8571967, -8.6318023;38
